uri_inchikey,iupacName,prefLabel,prefLabel_en,altLabel,notation,definition,exactMatch,casNumber,ecNumber,pubchem,inScheme,source,validatie_status
ALEROMXYYSQFLX-UHFFFAOYSA-N,"bis(4-methylpentyl) benzene-1,2-dicarboxylate",di-isohexylftalaat,,di-isohexylftalaat (mix van isomeren),,,,146-50-9|71850-09-4|68515-50-4,,compound:CID8970,conceptscheme:chemische_stof,,status:todo
ALRLPDGCPYIVHP-UHFFFAOYSA-N,1-Nitropyrene,1-nitropyreen,,,1NO2Pyr,,,63021-86-3|5522-43-0,,compound:CID21694,conceptscheme:chemische_stof,,status:todo
ALRNDEVMBWIXII-UHFFFAOYSA-G,"dicopper;trisodium;5-acetamido-3-[[4-[4-[(6-benzamido-1-oxido-3-sulfonatonaphthalen-2-yl)diazenyl]-3-oxidophenyl]-2-oxidophenyl]diazenyl]-4-oxidonaphthalene-2,7-disulfonate",,"Trisodium (4'-(8-acetylamino-3,6-disulfonato-2-naphthylazo)-4''-(6-benzoylamino-3-sulfonato-2-naphthylazo)-biphenyl-1,3',3'',1'''-tetraolato-O,O',O'',O''')copper(II)",,,,,164058-22-4,413-590-3,compound:CID168355672,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ALVYVCQIFHTIRD-UHFFFAOYSA-N,"3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,10,10-heptadecafluorodecane-1-sulfonic acid",2-(perfluoroctyl)ethaan-1-sulfonzuur (8:2 FTS),,8:2 fluortelomeersulfonzuur|8:2 fluortelomeersulfonzuur (8:2 fts),H-PFC10asfzr|8:2 FTS,,,39108-34-4,,compound:CID3016044,conceptscheme:chemische_stof,,status:todo
ALZOLUNSQWINIR-UHFFFAOYSA-N,7-Chloro-3-methylquinoline-8-carboxylic acid,quinmerac,,,quinmrc,,,90717-03-6,,compound:CID91749,conceptscheme:chemische_stof,,status:todo
AMACQCMCZPHYIQ-UHFFFAOYSA-N,"ethane-1,2-diamine;gold(1+);nickel(2+);tetracyanide",,"Nickel(2+), bis(1,2-ethanediamine-kappaN1,kappaN2)-, bis(cyano-kappaC)aurate(1-) (1:2)",,,,,68958-89-4,273-379-5,compound:CID111928,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AMCOFRYQNUYHDX-UHFFFAOYSA-N,4-(4-amino-3-methylphenyl)-2-methylaniline dihydrofluoride,"3,3'-dimethylbenzidine dihydrofluoride",,,33DC1ybzdnDH,,,41766-75-0,,compound:CID61994,conceptscheme:chemische_stof,,status:todo
AMEKQAFGQBKLKX-UHFFFAOYSA-N,"2-methyl-4,4-dioxo-N-phenyl-5,6-dihydro-1,4-oxathiine-3-carboxamide",oxycarboxin,,,OxcbOxn,,,5259-88-1,,compound:CID21330,conceptscheme:chemische_stof,,status:todo
AMFARPFBUUDQLJ-UHFFFAOYSA-N,dipotassium;cadmium(2+);tetracyanide,,Cadmium potassium cyanide|Dipotassium;cadmium(2+);tetracyanide|Unii-4okc700CW3,,,,,14402-75-6,238-371-8,compound:CID13743169|compound:CID26666|compound:CID49868028,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AMFGTOFWMRQMEM-UHFFFAOYSA-N,"diethoxy-[(1-phenyl-1,2,4-triazol-3-yl)oxy]-sulfanylidenephosphorane",triazofos,,triazophos,Tazfs,,wise:CAS_24017-47-8,24017-47-8,,compound:CID32184,conceptscheme:chemische_stof,,status:todo
AMHNZOICSMBGDH-UHFFFAOYSA-L,zinc [2-(sulfidocarbothioylamino)ethylamino]methanedithioate,metiram,,zineb,metrm|zinb,,,12122-67-7|9006-42-2,,compound:CID8873,conceptscheme:chemische_stof,,status:todo
AMIMRNSIRUDHCM-UHFFFAOYSA-N,2-Methylpropanal,2-methyl-1-propanal,,,2C1y1C3al,,,26140-46-5|78-84-2,,compound:CID6561,conceptscheme:chemische_stof,,status:todo
AMJRWYXCCAKMKX-UHFFFAOYSA-M,"1,1,2,2,3,3,4,4,4-nonafluorobutane-1-sulfonate;tetrabutylphosphanium",,"Phosphonium, tetrabutyl-, 1,1,2,2,3,3,4,4,4-nonafluoro-1-butanesulfonate (1:1)",,,,,220689-12-3,444-440-5,compound:CID22678967,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AMLMJYSFCBXMRG-UHFFFAOYSA-N,azidomercury,,Mercury azide,,,,,38232-63-2,,compound:CID49868094|compound:CID61977,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AMPPZWAWRVKPER-UHFFFAOYSA-N,,,,,,,,12059-14-2,235-033-1,compound:CID14767304,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AMQJEAYHLZJPGS-UHFFFAOYSA-N,Pentan-1-ol,pentanol,,,C5ol,,,71-41-0,,compound:CID6276,conceptscheme:chemische_stof,,status:todo
AMRQXHFXNZFDCH-SECBINFHSA-N,[(2R)-1-ethylamino-1-oxopropan-2-yl] N-phenylcarbamate,carbetamide,,,carbtAd,,wise:CAS_16118-49-3,16118-49-3,240-286-6,compound:CID443067,conceptscheme:chemische_stof,,status:done08.2025
AMSPWOYQQAWRRM-UHFFFAOYSA-N,"(3-bromo-6-methoxy-2-methylphenyl)-(2,3,4-trimethoxy-6-methylphenyl)methanone",metrafenon,,,metfnn,,,220899-03-6,,compound:CID6451057,conceptscheme:chemische_stof,,status:todo
AMVYOVYGIJXTQB-UHFFFAOYSA-N,"3-[4-(4-methoxyphenoxy)phenyl]-1,1-dimethylurea",difenoxuron,,,Dfnxrn,,,14214-32-5,,compound:CID26576,conceptscheme:chemische_stof,,status:todo
ANIAQSUBRGXWLS-UHFFFAOYSA-N,"ethoxy-ethyl-sulfanylidene-(2,4,5-trichlorophenoxy)phosphorane",trichloronaat,,,TClnt,,,327-98-0,,compound:CID9477,conceptscheme:chemische_stof,,status:todo
ANOIYNQEGBGXBO-UHFFFAOYSA-M,octanoyloxy(phenyl)mercury,,"Mercury, (octanoato)phenyl-",,,,,13864-38-5,,compound:CID16683729,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ANOXRQJTDCFENL-QZVDAIQISA-J,"decoxycarbonyl-[(Z)-1,2-dicyano-2-decoxycarbonylazanidylethenyl]azanide;nickel",,"Nickel, bis((didecyl (1,2-dicyano-1,2-ethenediyl)bis(carbamato))(2-))-",,,,,77245-35-3,,compound:CID91808928,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ANTJAOCZNGADFY-UHFFFAOYSA-L,2-[bis(carboxylatomethyl)amino]acetate;cadmium(2+);hydron|cadmium(2+);2-[carboxylatomethyl(carboxymethyl)amino]acetate,,2-[Bis(carboxylatomethyl)amino]acetate;cadmium(2+);hydron|Cadmium nitrilotriacetate,,,,,49784-44-3,256-489-8,compound:CID39527|compound:CID56840873|compound:CID76418693,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ANUCHZVCBDOPOX-UHFFFAOYSA-N,"13-azapentacyclo[12.8.0.03,12.04,9.017,22]docosa-1(14),2,4,6,8,10,12,15,17,19,21-undecaene","dibenz(a,j)acridine",,,Dbenzajacdne,,,224-42-0,,compound:CID9177,conceptscheme:chemische_stof,,status:todo
ANVXNTXJGMBLMW-UHFFFAOYSA-N,ethylmercury;hydrate,,Ethylhydroxymercury,,,,,107-28-8,,compound:CID409302|compound:CID49873767,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ANZYHCANZHHXJG-UHFFFAOYSA-N,8-methylnonanoic acid;7-methyloctanoic acid;nickel,,(Isodecanoato-O)(isononanoato-O)nickel,,,,,84852-36-8,284-348-0,compound:CID119057735,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AOAVIJUEFJPSAI-GZDDRBCLSA-N,tris[(E)-2-chloroethenyl]arsane,,"Arsine, tris(2-chloroethenyl)-, (E,E,E)-",,,,,40334-70-1,,compound:CID5352143,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AOBXSTDXJGPLRC-UHFFFAOYSA-J,disodium;2-[2-[bis(carboxylatomethyl)amino]ethyl-(carboxylatomethyl)amino]acetate;nickel(2+),,Ethylenediaminetetraacetic Acid Disodium Nickel(II) Salt Hydrate,,,,,11079-07-5|15708-55-1,679-904-8|692-065-2,compound:CID149739,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AOCBSKJGAZMQKM-UHFFFAOYSA-O,formic acid;hydron;nickel;sulfuric acid,,"Nickelate(1-), (formato-O)(sulfato(2-)-O)-, hydrogen",,,,,125275-86-7,,compound:CID132427575,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AOJJSUZBOXZQNB-TZSSRYMLSA-N,"(7S,9S)-7-[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-9-(2-hydroxyacetyl)-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione",doxorubicine,,,doxrbcne,,,23214-92-8|25311-50-6|23257-17-2|29042-30-6|24385-08-8,,compound:CID31703,conceptscheme:chemische_stof,,status:todo
AOMUHOFOVNGZAN-UHFFFAOYSA-N,"N,N-Bis(2-hydroxyethyl)dodecanamide","dodecaanamide N,N-bis2-hydroxyethyl",,"dodecaanamide n,n-bis2-hydroxyethyl",C12aAdNNb2Ho,,,83452-99-7|39341-48-5|72968-36-6|92680-75-6|15517-64-3|120-40-1|83590-20-9,,compound:CID8430,conceptscheme:chemische_stof,,status:todo
AOOKHLGAVNECET-UHFFFAOYSA-N,4-(2-pentylheptyl)phenol,,"Phenol, dodecyl-, branched",,,,,121158-58-5,310-154-3,compound:CID66866822,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AOPCKOPZYFFEDA-UHFFFAOYSA-N,nickel(2+);dinitrate,,Nickel nitrate,,,,,13138-45-9,236-068-5,compound:CID25736,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
APFTYZSAOLWHTM-UHFFFAOYSA-L,strontium;oxoarsinite,,Strontium arsenite,,,,,15195-06-9|91724-16-2,,compound:CID167445,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
APFVFJFRJDLVQX-AHCXROLUSA-N,indium-111,indium 111,,,In111,,,15750-15-9,,compound:CID5462099,conceptscheme:chemische_stof,,status:todo
APFVFJFRJDLVQX-UHFFFAOYSA-N,INDIUM,indium,,,In,,,7440-74-6,,compound:CID5359967,conceptscheme:chemische_stof,,status:todo
APNSGVMLAYLYCT-UHFFFAOYSA-N,2-methylpropyl nitrite,,Isobutyl nitrite,,,,,542-56-3,208-819-7,compound:CID10958,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
APNZVTSMUNHRHL-UHFFFAOYSA-M,hydron;tetraphenylarsanium;dichloride,,Tetraphenylarsonium (hydrogen dichloride),,,,,21006-73-5|73003-83-5,244-144-4|277-208-5,compound:CID3018393|compound:CID88752,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
APQHKWPGGHMYKJ-UHFFFAOYSA-N,dibutyl(oxo)tin;tetrabutylstannane|tributyl(tributylstannyloxy)stannane,,Bis(tributyltin) oxide|CID 13751184,,,,,56-35-9,200-268-0,compound:CID13751184|compound:CID16682746,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
APQIUTYORBAGEZ-UHFFFAOYSA-N,"1,1-DIBROMOETHANE","1,1-dibroomethaan",,,11DBrC2a,,,25620-62-6|557-91-5,,compound:CID11201,conceptscheme:chemische_stof,,status:todo
APQSQLNWAIULLK-UHFFFAOYSA-N,"1,4-Dimethylnaphthalene","1,4-dimethylnaftaleen",,,14DC1yNaf,,,571-58-4,,compound:CID11304,conceptscheme:chemische_stof,,status:todo
APTZNLHMIGJTEW-UHFFFAOYSA-N,ethyl 2-[2-chloro-5-[4-chloro-5-(difluoromethoxy)-1-methylpyrazol-3-yl]-4-fluorophenoxy]acetate,pyraflufen-ethyl,,,pyrffnC2y,,,129630-19-9,,compound:CID182951,conceptscheme:chemische_stof,,status:todo
APUPEJJSWDHEBO-UHFFFAOYSA-P,diazanium;dioxido(dioxo)molybdenum,,Ammonium Molybdate,,,,,13106-76-8,236-031-3,compound:CID61578,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
APVQKANRVZTXCP-UHFFFAOYSA-N,4-(4-methylhexyl)phenol,,4-(4-Methylhexyl)phenol,,,,,1139800-98-8,,compound:CID57069723,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AQCDIIAORKRFCD-UHFFFAOYSA-N,cadmium;selenium|selanylidenecadmium,,Cadmium selenide|Cadmium;selenium,,,,,1306-24-7,215-148-3,compound:CID14784|compound:CID24775762,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AQEVYDYZRHDMFO-UHFFFAOYSA-N,"diazanium;(4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoro-2-hydroxyundecyl) phosphate",,"Diammonium 4,4,5,5,6,6,7,7,8,8,9,9,10,10,11,11,11-heptadecafluoro-2-hydroxyundecyl phosphate",,,,,94200-45-0,303-523-5,compound:CID44147160,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AQHHHDLHHXJYJD-UHFFFAOYSA-N,1-naphthalen-1-yloxy-3-(propan-2-ylamino)propan-2-ol,propanolol,,propranolol,propnll,,wise:CAS_525-66-6,525-66-6|13013-17-7,,compound:CID4946,conceptscheme:chemische_stof,,status:todo
AQIHMSVIAGNIDM-UHFFFAOYSA-N,BENZOYL BROMIDE,benzoylbromide,,,benzyBr,,,618-32-6,,compound:CID12056,conceptscheme:chemische_stof,,status:todo
AQIXEPGDORPWBJ-UHFFFAOYSA-N,Pentan-3-ol,3-pentanol,,,3C5ol,,,584-02-1,,compound:CID11428,conceptscheme:chemische_stof,,status:todo
AQPHBYQUCKHJLT-UHFFFAOYSA-N,"1,2,3,4,5-pentabromo-6-(2,3,4,5,6-pentabromophenyl)benzene","2,2',3,3',4,4',5,5',6,6'-decabroombifenyl",,,PBB209,,,39282-95-6|13654-09-6,,compound:CID26164,conceptscheme:chemische_stof,,status:todo
AQQHXPJLFFJBCZ-UHFFFAOYSA-N,nickel(2+);silicate,,Dinickel orthosilicate,,,,,13775-54-7,237-411-1,compound:CID15531081,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AQTSNQQRPNNYRB-UHFFFAOYSA-N,aluminum;calcium;potassium;sodium;oxido-[oxido(oxo)silyl]oxy-oxosilane;oxygen(2-);triacontahydrate,,Erionite,,,,,12510-42-8,620-440-2,compound:CID61565,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AQVKIYUWIAJIOT-UHFFFAOYSA-L,2-hydroxybutanedioate;lead(2+),,Lead malate,,,,,816-68-2,212-436-0,compound:CID129671300|compound:CID13158,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AQXXZDYPVDOQEE-MXDQRGINSA-N,"['4-[(3-carboxy-2-hydroxynaphthalen-1-yl)methyl]-3-hydroxynaphthalene-2-carboxylic acid; 1-methyl-2-(2-thiophen-2-ylethenyl)-5,6-dihydro-4H-pyrimidine', '4-[(3-carboxy-2-hydroxynaphthalen-1-yl)methyl]-3-hydroxynaphthalene-2-carboxylic acid; 1-methyl-2-[(E)-2-thiophen-2-ylethenyl]-5,6-dihydro-4H-pyrimidine']",pyrantel pamoaat,,,pyrtpmat,,,122157-48-6|22204-24-6,,compound:CID5281033,conceptscheme:chemische_stof,,status:todo
ARERIMFZYPFJAV-UHFFFAOYSA-N,"1,2,3-tribromo-4-(4-bromophenoxy)benzene",tetrabroomdifenylether,,,,,wise:CAS_40088-47-9,82458-12-6|115633-92-6|40088-47-9,,compound:CID38386,conceptscheme:chemische_stof,,status:todo
ARQAHSUAYIMCHD-UHFFFAOYSA-K,azanium;europium(3+);disulfate,,Ammonium europium(3+) disulphate,,,,,21995-30-2,244-700-6,compound:CID56843852,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ARSRBNBHOADGJU-UHFFFAOYSA-N,"7,12-dimethylbenzo[a]anthracene",,"7,12-Dimethylbenz[a]anthracene",,,,,57-97-6,200-359-5,compound:CID6001,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ARUVKPQLZAKDPS-UHFFFAOYSA-L,Copper sulfate,kopersulfaat,,,CuSO4,,,10124-44-4|139939-69-8|18939-61-2|7758-98-7,,compound:CID24462,conceptscheme:chemische_stof,,status:todo
ARXHIJMGSIYYRZ-UHFFFAOYSA-N,"1,2,4-trichloro-3-(3,4-dichlorophenyl)benzene","2,3,3',4',6-pentachloorbifenyl",,,PCB110,,,38380-03-9,,compound:CID38015,conceptscheme:chemische_stof,,status:todo
ARXJGSRGQADJSQ-UHFFFAOYSA-N,1-Methoxypropan-2-ol,1-methoxy-2-propanol,,,1C1oxC3ol,,,107-98-2|58769-19-0,,compound:CID7900,conceptscheme:chemische_stof,,status:todo
ASCDQPSSGQOUOI-UHFFFAOYSA-N,oxygen(2-);rhenium,dirhenium trioxide,,,DReTO,,,12060-05-8,,compound:CID159424,conceptscheme:chemische_stof,,status:todo
ASFUTODRBWNUCU-UHFFFAOYSA-M,azanium;scandium(3+);sulfate,,Ammonium scandium(3+) disulphate,,,,,15091-94-8,239-145-1,compound:CID19900049,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ASLWPAWFJZFCKF-UHFFFAOYSA-N,"tris(1,3-dichloropropan-2-yl) phosphate",tris(2-chloor-1-(chloormethyl)ethyl)fosfaat,,"tris-(1,3-dichloor-2-propyl)-fosfaat",tris2Cl1ClC1,,,13674-87-8,,compound:CID26177,conceptscheme:chemische_stof,,status:todo
ASVDRLYVNFOSCI-UHFFFAOYSA-N,6-methylchrysene,,6-Methylchrysene,,,,,1705-85-7,216-942-2,compound:CID15564,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ASWVTGNCAZCNNR-UHFFFAOYSA-N,"4-amino-N-(4,6-dimethylpyrimidin-2-yl)benzenesulfonamide",sulfadimidine,,sulfamethazine,sulfdmdne,,,57-68-1,,compound:CID5327,conceptscheme:chemische_stof,,status:todo
ASXBPHUHJDRIAA-UHFFFAOYSA-N,dioxido(oxo)silane;nickel(2+),,"Silicic acid (H2SiO3), nickel(2+) salt (4:3)",,,,,31748-25-1,250-788-7,compound:CID169355,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ASXBYYWOLISCLQ-ZCTIVXDHSA-N,"2-[(1R,2S,3S,4R,5S,6S)-5-(diaminomethylideneamino)-2-[(2R,3R,4R,5S)-3-[(2S,3S,4S,5R,6S)-4,5-dihydroxy-6-(hydroxymethyl)-3-methylaminooxan-2-yl]oxy-4-hydroxy-4-(hydroxymethyl)-5-methyloxolan-2-yl]oxy-3,4,6-trihydroxycyclohexyl]guanidine",dihydrostreptomycine,,,DHstreptmcne,,,128-46-1,,compound:CID6602480,conceptscheme:chemische_stof,,status:todo
ASXNLSWYLPNEIU-UHFFFAOYSA-J,copper(1+);mercury(2+);tetraiodide|copper(1+);tetraiodomercury(2-)|diiodomercury;iodocopper,,Copper(1+);tetraiodomercury(2-)|Cuprous mercuric iodide|Diiodomercury;iodocopper,,,,,13876-85-2,237-634-4,compound:CID14574546|compound:CID166942|compound:CID56846059,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ATBAMAFKBVZNFJ-UHFFFAOYSA-N,BERYLLIUM,beryllium,,,Be,,wise:CAS_7440-41-7,7440-41-7,,compound:CID5460467,conceptscheme:chemische_stof,,status:todo
ATBAMAFKBVZNFJ-YPZZEJLDSA-N,beryllium-7,beryllium 7,,,Be7,,,13966-02-4,,compound:CID6335489,conceptscheme:chemische_stof,,status:todo
ATBQNLZREVOGBO-UHFFFAOYSA-N,2-[2-[2-[2-[2-[2-[2-(4-nonylphenoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethanol,,2-[2-[2-[2-[2-[2-[2-(4-Nonylphenoxy)ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethoxy]ethanol,,,,,27942-27-4,248-743-1,compound:CID119758,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ATCRIUVQKHMXSH-UHFFFAOYSA-N,"2,4-Dichlorobenzoic acid","2,4-dichloorbenzoezuur",,,24DClbenzzr,,,50-84-0,,compound:CID5787,conceptscheme:chemische_stof,,status:todo
ATHHXGZTWNVVOU-UHFFFAOYSA-N,N-methylformamide,,N-Methylformamide,,,,,123-39-7,204-624-6,compound:CID31254,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ATINIWORWZUEEJ-UHFFFAOYSA-P,diazanium;gadolinium(3+);pentanitrate,,Diammonium gadolinium pentanitrate,,,,,13628-49-4,237-111-0,compound:CID44145619,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ATJFFYVFTNAWJD-LZFNBGRKSA-N,tin-125,tin 125,,,Sn125,,,14683-08-0,,compound:CID6336618,conceptscheme:chemische_stof,,status:todo
ATJFFYVFTNAWJD-UHFFFAOYSA-N,TIN,tin,,Tin (Sn),Sn,,wise:CAS_7440-31-5,7440-31-5,,compound:CID5352426,conceptscheme:chemische_stof,,status:todo
ATJFFYVFTNAWJD-VENIDDJXSA-N,tin-113,tin 113,,,Sn113,,,13966-06-8,,compound:CID6335514,conceptscheme:chemische_stof,,status:todo
ATLMFJTZZPOKLC-UHFFFAOYSA-N,"(C70-D5h(6))[5,6]fullerene",fullereen c70,,fullereen C70,fullrnC70,,,115383-22-7,,compound:CID16131935,conceptscheme:chemische_stof,,status:todo
ATMKIOHDSQEHSM-UHFFFAOYSA-L,lead(2+);bromide;chloride,,Lead(2+);bromide;chloride,,,,,13778-36-4,,compound:CID24839891|compound:CID26267,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ATNHDLDRLWWWCB-ZPPYAHEGSA-M,"magnesium;methyl (21S,22S)-16-ethenyl-11-ethyl-12,17,21,26-tetramethyl-4-oxo-22-[3-oxo-3-[(E)-3,7,11,15-tetramethylhexadec-2-enoxy]propyl]-23,25-diaza-7,24-diazanidahexacyclo[18.2.1.15,8.110,13.115,18.02,6]hexacosa-1,5,8(26),9,11,13(25),14,16,18,20(23)-decaene-3-carboxylate",chlorofyl-a,,,CHLFa,,,479-61-8,,compound:CID5280772,conceptscheme:chemische_stof,,status:todo
ATQUFXWBVZUTKO-UHFFFAOYSA-N,1-Methylcyclopentene,methylcyclopenteen,,,C1yccC5e,,,693-89-0|27476-50-2,,compound:CID12746,conceptscheme:chemische_stof,,status:todo
ATROHALUCMTWTB-WYMLVPIESA-N,N-diethoxyphosphinothioyloxybenzenecarboximidoyl cyanide,foxim,,,fOxm,,wise:CAS_14816-18-3,14816-18-3,,compound:CID9570290,conceptscheme:chemische_stof,,status:todo
ATUOYWHBWRKTHZ-UHFFFAOYSA-N,propane,,Propane,,,,,6842-15-5|68476-49-3|68527-16-2|68606-26-8|74-98-6,|200-827-9|270-689-2|271-259-7|271-735-4,compound:CID6334,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
ATZBPOVXVPIOMR-UHFFFAOYSA-N,dimethylmercury,,Dimethylmercury,,,,,593-74-8,209-805-3,compound:CID11645,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AUALKMYBYGCYNY-UHFFFAOYSA-E,"azane;2-hydroxypropane-1,2,3-tricarboxylate;2-hydroxypropane-1,2,3-tricarboxylic acid;iron(3+)",,"Azane;2-hydroxypropane-1,2,3-tricarboxylate;2-hydroxypropane-1,2,3-tricarboxylic acid;iron(3+)",,,,,52336-55-7,257-857-0,compound:CID170839874|compound:CID6452618,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AUHHYELHRWCWEZ-UHFFFAOYSA-N,"4,5,6,7-tetrachloro-2-benzofuran-1,3-dione",,Tetrachlorophthalic anhydride,,,,,117-08-8,204-171-4,compound:CID8326,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AUHZEENZYGFFBQ-UHFFFAOYSA-N,"1,3,5-Trimethylbenzene","1,3,5-trimethylbenzeen",,,135TC1yBen,,wise:CAS_108-67-8,108-67-8,,compound:CID7947,conceptscheme:chemische_stof,,status:todo
AUIZLSZEDUYGDE-UHFFFAOYSA-L,cadmium(2+);diacetate;dihydrate,,Cadmium acetate dihydrate,,,,,5743-04-4,611-525-5,compound:CID6537495,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AUJUFEAAGGBXNH-UHFFFAOYSA-N,"6-methylheptyl 2-(2,4,5-trichlorophenoxy)acetate",,"2,4,5-T isooctyl ester",,,,,25168-15-4,246-700-1,compound:CID518275,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AUNAPVYQLLNFOI-UHFFFAOYSA-L,dioxido(dioxo)chromium;dioxido(dioxo)molybdenum;lead(2+);sulfate,,C.I. Pigment Red 104,,,,,12656-85-8,235-759-9,compound:CID138394069,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AUODDLQVRAJAJM-GQYOKNPUSA-N,"(2S,4R)-N-[2-chloro-1-[(2R,3R,4S,5R,6R)-3,4,5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-1-methyl-4-propylpyrrolidine-2-carboxamide hydrochloride","clindamycine, waterstofchloride",,,,,,21462-39-5,,compound:CID441204,conceptscheme:chemische_stof,,status:todo
AUQAUAIUNJIIEP-UHFFFAOYSA-N,"(3,4,5-trimethylphenyl) N-methylcarbamate","3,4,5-trimethacarb",,trimethacarb,Tmtcb,,,2686-99-9,,compound:CID17592,conceptscheme:chemische_stof,,status:todo
AUXQRZIGZMRZBW-UHFFFAOYSA-N,dioxycyanomercury,,Mercury fulminate,,,,,628-86-4,211-057-8,compound:CID11022444|compound:CID170839095,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AVCJNNNXIOVOOW-UHFFFAOYSA-L,lead(2+);methanethiolate,,"Methanethiol, lead(2+) salt (2:1)",,,,,35029-96-0,252-324-9,compound:CID2735069|compound:CID37025,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AVCSIOZFGRLIDK-UHFFFAOYSA-J,barium(2+);lead(2+);disulfate,,"Sulfuric acid, barium lead salt (1:?:?)",,,,,42579-89-5,255-896-8,compound:CID170673,conceptscheme:chemische_stof,zorgwekkende_stof:zorgwekkende_stof,status:todo
AVKUERGKIZMTKX-NJBDSQKTSA-N,"(2S,5R,6R)-6-[[(2R)-2-amino-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",ampicilline,,,ampclne,,,8056-87-9|33604-21-6|800-79-3|98520-55-9|69-53-4|50584-05-9|47355-94-2|37234-64-3|96707-69-6,,compound:CID6249,conceptscheme:chemische_stof,,status:todo
